,price,price_open,price_high,price_low,change
584,432.90,432.90,432.90,432.90,432.90
585,428.66,428.66,428.66,428.66,428.66
586,432.70,432.70,432.70,432.70,432.70
587,433.98,433.98,433.98,433.98,433.98
588,429.02,429.02,429.02,429.02,429.02
589,424.70,424.70,424.70,424.70,424.70
590,431.85,431.85,431.85,431.85,431.85
591,420.24,420.24,420.24,420.24,420.24
592,422.37,422.37,422.37,422.37,422.37
593,416.51,416.51,416.51,416.51,416.51
594,455.47,455.47,455.47,455.47,455.47
595,456.13,456.13,456.13,456.13,456.13
596,442.62,442.62,442.62,442.62,442.62
597,435.65,435.65,435.65,435.65,435.65
598,437.93,437.93,437.93,437.93,437.93
599,442.62,442.62,442.62,442.62,442.62
600,462.46,462.46,462.46,462.46,462.46
601,463.52,463.52,463.52,463.52,463.52
602,455.84,455.84,455.84,455.84,455.84
603,454.95,454.95,454.95,454.95,454.95
604,466.50,466.50,466.50,466.50,466.50
605,442.59,442.59,442.59,442.59,442.59
606,433.00,433.00,433.00,433.00,433.00
607,435.67,435.67,435.67,435.67,435.67
608,456.28,456.28,456.28,456.28,456.28
609,414.94,414.94,414.94,414.94,414.94
610,418.73,418.73,418.73,418.73,418.73
611,420.78,420.78,420.78,420.78,420.78
612,396.70,396.70,396.70,396.70,396.70
613,390.60,390.60,390.60,390.60,390.60
614,390.00,390.00,390.00,390.00,390.00
615,363.17,363.17,363.17,363.17,363.17
616,360.73,360.73,360.73,360.73,360.73
617,359.14,359.14,359.14,359.14,359.14
618,362.68,362.68,362.68,362.68,362.68
619,376.88,376.88,376.88,376.88,376.88
620,373.29,373.29,373.29,373.29,373.29
621,358.71,358.71,358.71,358.71,358.71
622,358.90,358.90,358.90,358.90,358.90
623,353.99,353.99,353.99,353.99,353.99
624,329.85,329.85,329.85,329.85,329.85
625,320.10,320.10,320.10,320.10,320.10
626,323.63,323.63,323.63,323.63,323.63
627,324.66,324.66,324.66,324.66,324.66
628,327.55,327.55,327.55,327.55,327.55
629,322.20,322.20,322.20,322.20,322.20
630,326.50,326.50,326.50,326.50,326.50
631,335.95,335.95,335.95,335.95,335.95
632,336.29,336.29,336.29,336.29,336.29
633,332.14,332.14,332.14,332.14,332.14
634,321.07,321.07,321.07,321.07,321.07
635,333.40,333.40,333.40,333.40,333.40
636,338.54,338.54,338.54,338.54,338.54
637,336.57,336.57,336.57,336.57,336.57
638,314.00,314.00,314.00,314.00,314.00
639,340.20,340.20,340.20,340.20,340.20
640,381.01,381.01,381.01,381.01,381.01
641,374.00,374.00,374.00,374.00,374.00
642,384.61,384.61,384.61,384.61,384.61
643,375.56,375.56,375.56,375.56,375.56
644,387.96,387.96,387.96,387.96,387.96
645,409.24,409.24,409.24,409.24,409.24
646,405.29,405.29,405.29,405.29,405.29
647,365.00,365.00,365.00,365.00,365.00
648,330.69,330.69,330.69,330.69,330.69
649,316.00,316.00,316.00,316.00,316.00
650,328.19,328.19,328.19,328.19,328.19
651,314.88,314.88,314.88,314.88,314.88
652,304.50,304.50,304.50,304.50,304.50
653,295.17,295.17,295.17,295.17,295.17
654,287.22,287.22,287.22,287.22,287.22
655,284.79,284.79,284.79,284.79,284.79
656,284.19,284.19,284.19,284.19,284.19
657,279.21,279.21,279.21,279.21,279.21
658,275.83,275.83,275.83,275.83,275.83
659,267.80,267.80,267.80,267.80,267.80
660,270.97,270.97,270.97,270.97,270.97
661,265.05,265.05,265.05,265.05,265.05
662,265.04,265.04,265.04,265.04,265.04
663,272.94,272.94,272.94,272.94,272.94
664,263.47,263.47,263.47,263.47,263.47
665,255.19,255.19,255.19,255.19,255.19
666,253.54,253.54,253.54,253.54,253.54
667,251.25,251.25,251.25,251.25,251.25
668,246.09,246.09,246.09,246.09,246.09
669,247.92,247.92,247.92,247.92,247.92
670,246.01,246.01,246.01,246.01,246.01
671,244.82,244.82,244.82,244.82,244.82
672,242.97,242.97,242.97,242.97,242.97
673,244.20,244.20,244.20,244.20,244.20
674,247.36,247.36,247.36,247.36,247.36
675,242.01,242.01,242.01,242.01,242.01
676,239.50,239.50,239.50,239.50,239.50
677,239.79,239.79,239.79,239.79,239.79
678,237.86,237.86,237.86,237.86,237.86
679,238.48,238.48,238.48,238.48,238.48
680,236.49,236.49,236.49,236.49,236.49
681,236.80,236.80,236.80,236.80,236.80
682,240.43,240.43,240.43,240.43,240.43
683,233.37,233.37,233.37,233.37,233.37
684,234.63,234.63,234.63,234.63,234.63
685,235.26,235.26,235.26,235.26,235.26
686,234.65,234.65,234.65,234.65,234.65
687,230.54,230.54,230.54,230.54,230.54
688,231.27,231.27,231.27,231.27,231.27
689,227.22,227.22,227.22,227.22,227.22
690,232.12,232.12,232.12,232.12,232.12
691,232.09,232.09,232.09,232.09,232.09
692,233.78,233.78,233.78,233.78,233.78
693,233.61,233.61,233.61,233.61,233.61
694,228.99,228.99,228.99,228.99,228.99
695,230.93,230.93,230.93,230.93,230.93
696,230.89,230.89,230.89,230.89,230.89
697,230.96,230.96,230.96,230.96,230.96
698,235.77,235.77,235.77,235.77,235.77
699,240.60,240.60,240.60,240.60,240.60
700,239.49,239.49,239.49,239.49,239.49
701,238.95,238.95,238.95,238.95,238.95
702,244.20,244.20,244.20,244.20,244.20
703,240.85,240.85,240.85,240.85,240.85
704,240.97,240.97,240.97,240.97,240.97
705,235.84,235.84,235.84,235.84,235.84
706,230.89,230.89,230.89,230.89,230.89
707,227.25,227.25,227.25,227.25,227.25
708,229.71,229.71,229.71,229.71,229.71
709,228.24,228.24,228.24,228.24,228.24
710,231.35,231.35,231.35,231.35,231.35
711,229.99,229.99,229.99,229.99,229.99
712,230.75,230.75,230.75,230.75,230.75
713,231.83,231.83,231.83,231.83,231.83
714,225.80,225.80,225.80,225.80,225.80
715,226.21,226.21,226.21,226.21,226.21
716,222.66,222.66,222.66,222.66,222.66
717,210.50,210.50,210.50,210.50,210.50
718,228.53,228.53,228.53,228.53,228.53
719,230.27,230.27,230.27,230.27,230.27
720,232.17,232.17,232.17,232.17,232.17
721,235.54,235.54,235.54,235.54,235.54
722,226.24,226.24,226.24,226.24,226.24
723,183.01,183.01,183.01,183.01,183.01
724,258.49,258.49,258.49,258.49,258.49
725,259.90,259.90,259.90,259.90,259.90
726,262.14,262.14,262.14,262.14,262.14
727,266.09,266.09,266.09,266.09,266.09
728,264.47,264.47,264.47,264.47,264.47
729,267.09,267.09,267.09,267.09,267.09
730,271.96,271.96,271.96,271.96,271.96
731,265.10,265.10,265.10,265.10,265.10
732,265.58,265.58,265.58,265.58,265.58
733,261.34,261.34,261.34,261.34,261.34
734,280.12,280.12,280.12,280.12,280.12
735,279.08,279.08,279.08,279.08,279.08
736,282.61,282.61,282.61,282.61,282.61
737,285.47,285.47,285.47,285.47,285.47
738,281.27,281.27,281.27,281.27,281.27
739,282.49,282.49,282.49,282.49,282.49
740,280.33,280.33,280.33,280.33,280.33
741,284.45,284.45,284.45,284.45,284.45
742,288.21,288.21,288.21,288.21,288.21
743,289.92,289.92,289.92,289.92,289.92
744,295.23,295.23,295.23,295.23,295.23
745,294.84,294.84,294.84,294.84,294.84
746,293.01,293.01,293.01,293.01,293.01
747,289.36,289.36,289.36,289.36,289.36
748,288.60,288.60,288.60,288.60,288.60
749,276.51,276.51,276.51,276.51,276.51
750,277.99,277.99,277.99,277.99,277.99
751,275.78,275.78,275.78,275.78,275.78
752,280.31,280.31,280.31,280.31,280.31
753,275.03,275.03,275.03,275.03,275.03
754,277.25,277.25,277.25,277.25,277.25
755,279.85,279.85,279.85,279.85,279.85
756,278.93,278.93,278.93,278.93,278.93
757,285.44,285.44,285.44,285.44,285.44
758,286.87,286.87,286.87,286.87,286.87
759,292.65,292.65,292.65,292.65,292.65
760,311.12,311.12,311.12,311.12,311.12
761,286.70,286.70,286.70,286.70,286.70
762,269.22,269.22,269.22,269.22,269.22
763,270.83,270.83,270.83,270.83,270.83
764,265.51,265.51,265.51,265.51,265.51
765,274.83,274.83,274.83,274.83,274.83
766,265.20,265.20,265.20,265.20,265.20
767,260.58,260.58,260.58,260.58,260.58
768,256.05,256.05,256.05,256.05,256.05
769,254.52,254.52,254.52,254.52,254.52
770,258.10,258.10,258.10,258.10,258.10
771,262.89,262.89,262.89,262.89,262.89
772,256.69,256.69,256.69,256.69,256.69
773,248.72,248.72,248.72,248.72,248.72
774,251.61,251.61,251.61,251.61,251.61
775,243.29,243.29,243.29,243.29,243.29
776,242.05,242.05,242.05,242.05,242.05
777,239.80,239.80,239.80,239.80,239.80
778,244.25,244.25,244.25,244.25,244.25
779,246.67,246.67,246.67,246.67,246.67
780,244.25,244.25,244.25,244.25,244.25
781,245.38,245.38,245.38,245.38,245.38
782,244.58,244.58,244.58,244.58,244.58
783,249.51,249.51,249.51,249.51,249.51
784,248.95,248.95,248.95,248.95,248.95
785,252.08,252.08,252.08,252.08,252.08
786,236.98,236.98,236.98,236.98,236.98
787,233.54,233.54,233.54,233.54,233.54
788,232.87,232.87,232.87,232.87,232.87
789,229.44,229.44,229.44,229.44,229.44
790,229.82,229.82,229.82,229.82,229.82
791,228.60,228.60,228.60,228.60,228.60
792,229.05,229.05,229.05,229.05,229.05
793,228.76,228.76,228.76,228.76,228.76
794,223.26,223.26,223.26,223.26,223.26
795,225.65,225.65,225.65,225.65,225.65
796,224.51,224.51,224.51,224.51,224.51
797,223.24,223.24,223.24,223.24,223.24
798,225.11,225.11,225.11,225.11,225.11
799,224.68,224.68,224.68,224.68,224.68
800,222.00,222.00,222.00,222.00,222.00
801,228.70,228.70,228.70,228.70,228.70
802,232.54,232.54,232.54,232.54,232.54
803,236.52,236.52,236.52,236.52,236.52
804,236.86,236.86,236.86,236.86,236.86
805,236.85,236.85,236.85,236.85,236.85
806,237.36,237.36,237.36,237.36,237.36
807,237.10,237.10,237.10,237.10,237.10
808,240.95,240.95,240.95,240.95,240.95
809,238.81,238.81,238.81,238.81,238.81
810,240.97,240.97,240.97,240.97,240.97
811,235.27,235.27,235.27,235.27,235.27
812,234.24,234.24,234.24,234.24,234.24
813,231.70,231.70,231.70,231.70,231.70
814,232.82,232.82,232.82,232.82,232.82
815,236.22,236.22,236.22,236.22,236.22
816,235.70,235.70,235.70,235.70,235.70
817,237.30,237.30,237.30,237.30,237.30
818,236.68,236.68,236.68,236.68,236.68
819,235.80,235.80,235.80,235.80,235.80
820,241.78,241.78,241.78,241.78,241.78
821,242.47,242.47,242.47,242.47,242.47
822,240.57,240.57,240.57,240.57,240.57
823,242.54,242.54,242.54,242.54,242.54
824,244.50,244.50,244.50,244.50,244.50
825,237.29,237.29,237.29,237.29,237.29
826,229.27,229.27,229.27,229.27,229.27
827,235.87,235.87,235.87,235.87,235.87
828,238.54,238.54,238.54,238.54,238.54
829,240.70,240.70,240.70,240.70,240.70
830,234.81,234.81,234.81,234.81,234.81
831,231.78,231.78,231.78,231.78,231.78
832,236.11,236.11,236.11,236.11,236.11
833,225.23,225.23,225.23,225.23,225.23
834,225.30,225.30,225.30,225.30,225.30
835,227.68,227.68,227.68,227.68,227.68
836,219.70,219.70,219.70,219.70,219.70
837,226.10,226.10,226.10,226.10,226.10
838,231.38,231.38,231.38,231.38,231.38
839,236.01,236.01,236.01,236.01,236.01
840,234.14,234.14,234.14,234.14,234.14
841,235.80,235.80,235.80,235.80,235.80
842,224.21,224.21,224.21,224.21,224.21
843,222.21,222.21,222.21,222.21,222.21
844,223.08,223.08,223.08,223.08,223.08
845,222.40,222.40,222.40,222.40,222.40
846,228.47,228.47,228.47,228.47,228.47
847,223.98,223.98,223.98,223.98,223.98
848,220.19,220.19,220.19,220.19,220.19
849,225.00,225.00,225.00,225.00,225.00
850,236.38,236.38,236.38,236.38,236.38
851,236.86,236.86,236.86,236.86,236.86
852,236.12,236.12,236.12,236.12,236.12
853,243.58,243.58,243.58,243.58,243.58
854,244.92,244.92,244.92,244.92,244.92
855,253.71,253.71,253.71,253.71,253.71
856,255.61,255.61,255.61,255.61,255.61
857,260.50,260.50,260.50,260.50,260.50
858,253.60,253.60,253.60,253.60,253.60
859,254.23,254.23,254.23,254.23,254.23
860,253.23,253.23,253.23,253.23,253.23
861,246.93,246.93,246.93,246.93,246.93
862,244.33,244.33,244.33,244.33,244.33
863,247.93,247.93,247.93,247.93,247.93
864,242.44,242.44,242.44,242.44,242.44
865,252.95,252.95,252.95,252.95,252.95
866,246.50,246.50,246.50,246.50,246.50
867,249.19,249.19,249.19,249.19,249.19
868,245.92,245.92,245.92,245.92,245.92
869,246.00,246.00,246.00,246.00,246.00
870,267.23,267.23,267.23,267.23,267.23
871,268.82,268.82,268.82,268.82,268.82
872,260.47,260.47,260.47,260.47,260.47
873,262.19,262.19,262.19,262.19,262.19
874,261.86,261.86,261.86,261.86,261.86
875,257.30,257.30,257.30,257.30,257.30
876,285.25,285.25,285.25,285.25,285.25
877,291.22,291.22,291.22,291.22,291.22
878,286.90,286.90,286.90,286.90,286.90
879,282.60,282.60,282.60,282.60,282.60
880,283.28,283.28,283.28,283.28,283.28
881,295.56,295.56,295.56,295.56,295.56
882,296.70,296.70,296.70,296.70,296.70
883,292.70,292.70,292.70,292.70,292.70
884,291.03,291.03,291.03,291.03,291.03
885,275.59,275.59,275.59,275.59,275.59
886,276.97,276.97,276.97,276.97,276.97
887,273.20,273.20,273.20,273.20,273.20
888,277.69,277.69,277.69,277.69,277.69
889,273.33,273.33,273.33,273.33,273.33
890,283.75,283.75,283.75,283.75,283.75
891,277.30,277.30,277.30,277.30,277.30
892,262.40,262.40,262.40,262.40,262.40
893,255.70,255.70,255.70,255.70,255.70
894,254.96,254.96,254.96,254.96,254.96
895,236.93,236.93,236.93,236.93,236.93
896,237.99,237.99,237.99,237.99,237.99
897,239.73,239.73,239.73,239.73,239.73
898,239.40,239.40,239.40,239.40,239.40
899,236.50,236.50,236.50,236.50,236.50
900,245.55,245.55,245.55,245.55,245.55
901,244.50,244.50,244.50,244.50,244.50
902,240.20,240.20,240.20,240.20,240.20
903,236.30,236.30,236.30,236.30,236.30
904,244.00,244.00,244.00,244.00,244.00
905,233.60,233.60,233.60,233.60,233.60
906,235.88,235.88,235.88,235.88,235.88
907,257.20,257.20,257.20,257.20,257.20
908,236.06,236.06,236.06,236.06,236.06
909,222.37,222.37,222.37,222.37,222.37
910,219.79,219.79,219.79,219.79,219.79
911,220.87,220.87,220.87,220.87,220.87
912,221.10,221.10,221.10,221.10,221.10
913,223.99,223.99,223.99,223.99,223.99
914,229.00,229.00,229.00,229.00,229.00
915,223.20,223.20,223.20,223.20,223.20
916,216.76,216.76,216.76,216.76,216.76
917,227.11,227.11,227.11,227.11,227.11
918,228.58,228.58,228.58,228.58,228.58
919,237.83,237.83,237.83,237.83,237.83
920,228.99,228.99,228.99,228.99,228.99
921,218.45,218.45,218.45,218.45,218.45
922,229.07,229.07,229.07,229.07,229.07
923,235.03,235.03,235.03,235.03,235.03
924,236.09,236.09,236.09,236.09,236.09
925,263.65,263.65,263.65,263.65,263.65
926,274.48,274.48,274.48,274.48,274.48
927,254.53,254.53,254.53,254.53,254.53
928,240.00,240.00,240.00,240.00,240.00
929,235.00,235.00,235.00,235.00,235.00
930,226.32,226.32,226.32,226.32,226.32
931,225.51,225.51,225.51,225.51,225.51
932,218.00,218.00,218.00,218.00,218.00
933,213.21,213.21,213.21,213.21,213.21
934,209.85,209.85,209.85,209.85,209.85
935,201.23,201.23,201.23,201.23,201.23
936,206.68,206.68,206.68,206.68,206.68
937,217.72,217.72,217.72,217.72,217.72
938,183.16,183.16,183.16,183.16,183.16
939,229.84,229.84,229.84,229.84,229.84
940,267.62,267.62,267.62,267.62,267.62
941,266.19,266.19,266.19,266.19,266.19
942,275.04,275.04,275.04,275.04,275.04
943,292.83,292.83,292.83,292.83,292.83
944,285.64,285.64,285.64,285.64,285.64
945,297.00,297.00,297.00,297.00,297.00
946,285.39,285.39,285.39,285.39,285.39
947,273.20,273.20,273.20,273.20,273.20
948,258.78,258.78,258.78,258.78,258.78
949,281.99,281.99,281.99,281.99,281.99
950,315.11,315.11,315.11,315.11,315.11
951,313.85,313.85,313.85,313.85,313.85
952,317.00,317.00,317.00,317.00,317.00
953,308.79,308.79,308.79,308.79,308.79
954,311.92,311.92,311.92,311.92,311.92
955,317.53,317.53,317.53,317.53,317.53
956,315.91,315.91,315.91,315.91,315.91
957,328.49,328.49,328.49,328.49,328.49
958,319.00,319.00,319.00,319.00,319.00
959,322.79,322.79,322.79,322.79,322.79
960,332.91,332.91,332.91,332.91,332.91
961,329.02,329.02,329.02,329.02,329.02
962,317.21,317.21,317.21,317.21,317.21
963,329.07,329.07,329.07,329.07,329.07
964,315.74,315.74,315.74,315.74,315.74
965,308.26,308.26,308.26,308.26,308.26
966,318.19,318.19,318.19,318.19,318.19
967,330.61,330.61,330.61,330.61,330.61
968,347.19,347.19,347.19,347.19,347.19
969,352.67,352.67,352.67,352.67,352.67
970,350.88,350.88,350.88,350.88,350.88
971,352.84,352.84,352.84,352.84,352.84
972,350.04,350.04,350.04,350.04,350.04
973,346.92,346.92,346.92,346.92,346.92
974,353.85,353.85,353.85,353.85,353.85
975,363.31,363.31,363.31,363.31,363.31
976,374.43,374.43,374.43,374.43,374.43
977,372.77,372.77,372.77,372.77,372.77
978,378.39,378.39,378.39,378.39,378.39
979,370.26,370.26,370.26,370.26,370.26
980,375.74,375.74,375.74,375.74,375.74
981,382.01,382.01,382.01,382.01,382.01
982,377.60,377.60,377.60,377.60,377.60
983,376.72,376.72,376.72,376.72,376.72
984,374.49,374.49,374.49,374.49,374.49
985,375.57,375.57,375.57,375.57,375.57
986,369.57,369.57,369.57,369.57,369.57
987,367.87,367.87,367.87,367.87,367.87
988,375.82,375.82,375.82,375.82,375.82
989,373.15,373.15,373.15,373.15,373.15
990,360.57,360.57,360.57,360.57,360.57
991,346.35,346.35,346.35,346.35,346.35
992,349.33,349.33,349.33,349.33,349.33
993,355.88,355.88,355.88,355.88,355.88
994,379.16,379.16,379.16,379.16,379.16
995,370.00,370.00,370.00,370.00,370.00
996,387.56,387.56,387.56,387.56,387.56
997,388.21,388.21,388.21,388.21,388.21
998,376.51,376.51,376.51,376.51,376.51
999,399.07,399.07,399.07,399.07,399.07
1000,419.42,419.42,419.42,419.42,419.42
1001,417.87,417.87,417.87,417.87,417.87
1002,367.00,367.00,367.00,367.00,367.00
1003,367.97,367.97,367.97,367.97,367.97
1004,360.00,360.00,360.00,360.00,360.00
1005,344.99,344.99,344.99,344.99,344.99
1006,341.50,341.50,341.50,341.50,341.50
1007,348.50,348.50,348.50,348.50,348.50
1008,337.55,337.55,337.55,337.55,337.55
1009,326.90,326.90,326.90,326.90,326.90
1010,323.56,323.56,323.56,323.56,323.56
1011,322.50,322.50,322.50,322.50,322.50
1012,327.18,327.18,327.18,327.18,327.18
1013,337.00,337.00,337.00,337.00,337.00
1014,343.85,343.85,343.85,343.85,343.85
1015,333.20,333.20,333.20,333.20,333.20
1016,353.10,353.10,353.10,353.10,353.10
1017,350.65,350.65,350.65,350.65,350.65
1018,349.99,349.99,349.99,349.99,349.99
1019,347.41,347.41,347.41,347.41,347.41
1020,356.15,356.15,356.15,356.15,356.15
1021,355.98,355.98,355.98,355.98,355.98
1022,379.96,379.96,379.96,379.96,379.96
1023,382.84,382.84,382.84,382.84,382.84
1024,380.98,380.98,380.98,380.98,380.98
1025,386.25,386.25,386.25,386.25,386.25
1026,390.00,390.00,390.00,390.00,390.00
1027,380.25,380.25,380.25,380.25,380.25
1028,379.29,379.29,379.29,379.29,379.29
1029,393.46,393.46,393.46,393.46,393.46
1030,397.94,397.94,397.94,397.94,397.94
1031,383.35,383.35,383.35,383.35,383.35
1032,372.03,372.03,372.03,372.03,372.03
1033,361.27,361.27,361.27,361.27,361.27
1034,359.51,359.51,359.51,359.51,359.51
1035,363.45,363.45,363.45,363.45,363.45
1036,350.04,350.04,350.04,350.04,350.04
1037,330.97,330.97,330.97,330.97,330.97
1038,323.84,323.84,323.84,323.84,323.84
1039,322.45,322.45,322.45,322.45,322.45
1040,328.66,328.66,328.66,328.66,328.66
1041,357.69,357.69,357.69,357.69,357.69
1042,371.74,371.74,371.74,371.74,371.74
1043,383.00,383.00,383.00,383.00,383.00
1044,387.14,387.14,387.14,387.14,387.14
1045,369.60,369.60,369.60,369.60,369.60
1046,374.71,374.71,374.71,374.71,374.71
1047,397.25,397.25,397.25,397.25,397.25
1048,402.97,402.97,402.97,402.97,402.97
1049,409.09,409.09,409.09,409.09,409.09
1050,420.41,420.41,420.41,420.41,420.41
1051,429.13,429.13,429.13,429.13,429.13
1052,397.67,397.67,397.67,397.67,397.67
1053,400.69,400.69,400.69,400.69,400.69
1054,411.59,411.59,411.59,411.59,411.59
1055,395.27,395.27,395.27,395.27,395.27
1056,427.18,427.18,427.18,427.18,427.18
1057,456.77,456.77,456.77,456.77,456.77
1058,465.13,465.13,465.13,465.13,465.13
1059,469.90,469.90,469.90,469.90,469.90
1060,476.49,476.49,476.49,476.49,476.49
1061,478.10,478.10,478.10,478.10,478.10
1062,471.81,471.81,471.81,471.81,471.81
1063,477.09,477.09,477.09,477.09,477.09
1064,477.33,477.33,477.33,477.33,477.33
1065,472.66,472.66,472.66,472.66,472.66
1066,470.43,470.43,470.43,470.43,470.43
1067,479.73,479.73,479.73,479.73,479.73
1068,481.32,481.32,481.32,481.32,481.32
1069,477.59,477.59,477.59,477.59,477.59
1070,489.20,489.20,489.20,489.20,489.20
1071,474.04,474.04,474.04,474.04,474.04
1072,476.79,476.79,476.79,476.79,476.79
1073,485.83,485.83,485.83,485.83,485.83
1074,483.37,483.37,483.37,483.37,483.37
1075,499.00,499.00,499.00,499.00,499.00
1076,507.52,507.52,507.52,507.52,507.52
1077,507.75,507.75,507.75,507.75,507.75
1078,510.99,510.99,510.99,510.99,510.99
1079,508.43,508.43,508.43,508.43,508.43
1080,502.50,502.50,502.50,502.50,502.50
1081,507.30,507.30,507.30,507.30,507.30
1082,500.15,500.15,500.15,500.15,500.15
1083,515.57,515.57,515.57,515.57,515.57
1084,515.87,515.87,515.87,515.87,515.87
1085,516.98,516.98,516.98,516.98,516.98
1086,490.30,490.30,490.30,490.30,490.30
1087,478.20,478.20,478.20,478.20,478.20
1088,501.32,501.32,501.32,501.32,501.32
1089,527.17,527.17,527.17,527.17,527.17
1090,506.23,506.23,506.23,506.23,506.23
1091,510.00,510.00,510.00,510.00,510.00
1092,549.00,549.00,549.00,549.00,549.00
1093,566.00,566.00,566.00,566.00,566.00
1094,572.50,572.50,572.50,572.50,572.50
1095,580.00,580.00,580.00,580.00,580.00
1096,583.30,583.30,583.30,583.30,583.30
1097,586.41,586.41,586.41,586.41,586.41
1098,582.25,582.25,582.25,582.25,582.25
1099,577.50,577.50,577.50,577.50,577.50
1100,574.95,574.95,574.95,574.95,574.95
1101,581.11,581.11,581.11,581.11,581.11
1102,582.06,582.06,582.06,582.06,582.06
1103,587.75,587.75,587.75,587.75,587.75
1104,594.92,594.92,594.92,594.92,594.92
1105,579.04,579.04,579.04,579.04,579.04
1106,551.00,551.00,551.00,551.00,551.00
1107,575.00,575.00,575.00,575.00,575.00
1108,586.38,586.38,586.38,586.38,586.38
1109,590.50,590.50,590.50,590.50,590.50
1110,594.00,594.00,594.00,594.00,594.00
1111,598.00,598.00,598.00,598.00,598.00
1112,600.31,600.31,600.31,600.31,600.31
1113,617.21,617.21,617.21,617.21,617.21
1114,612.59,612.59,612.59,612.59,612.59
1115,619.79,619.79,619.79,619.79,619.79
1116,618.91,618.91,618.91,618.91,618.91
1117,625.25,625.25,625.25,625.25,625.25
1118,627.46,627.46,627.46,627.46,627.46
1119,627.60,627.60,627.60,627.60,627.60
1120,621.04,621.04,621.04,621.04,621.04
1121,620.87,620.87,620.87,620.87,620.87
1122,622.40,622.40,622.40,622.40,622.40
1123,624.00,624.00,624.00,624.00,624.00
1124,626.00,626.00,626.00,626.00,626.00
1125,625.50,625.50,625.50,625.50,625.50
1126,610.00,610.00,610.00,610.00,610.00
1127,620.24,620.24,620.24,620.24,620.24
1128,618.50,618.50,618.50,618.50,618.50
1129,624.00,624.00,624.00,624.00,624.00
1130,633.25,633.25,633.25,633.25,633.25
1131,630.00,630.00,630.00,630.00,630.00
1132,632.24,632.24,632.24,632.24,632.24
1133,643.62,643.62,643.62,643.62,643.62
1134,647.90,647.90,647.90,647.90,647.90
1135,650.77,650.77,650.77,650.77,650.77
1136,640.01,640.01,640.01,640.01,640.01
1137,603.65,603.65,603.65,603.65,603.65
1138,600.10,600.10,600.10,600.10,600.10
1139,606.18,606.18,606.18,606.18,606.18
1140,577.90,577.90,577.90,577.90,577.90
1141,568.07,568.07,568.07,568.07,568.07
1142,587.28,587.28,587.28,587.28,587.28
1143,599.25,599.25,599.25,599.25,599.25
1144,607.80,607.80,607.80,607.80,607.80
1145,601.61,601.61,601.61,601.61,601.61
1146,601.00,601.00,601.00,601.00,601.00
1147,602.00,602.00,602.00,602.00,602.00
1148,611.50,611.50,611.50,611.50,611.50
1149,614.25,614.25,614.25,614.25,614.25
1150,580.00,580.00,580.00,580.00,580.00
1151,571.00,571.00,571.00,571.00,571.00
1152,554.37,554.37,554.37,554.37,554.37
1153,582.59,582.59,582.59,582.59,582.59
1154,590.01,590.01,590.01,590.01,590.01
1155,637.10,637.10,637.10,637.10,637.10
1156,653.64,653.64,653.64,653.64,653.64
1157,653.73,653.73,653.73,653.73,653.73
1158,662.35,662.35,662.35,662.35,662.35
1159,663.00,663.00,663.00,663.00,663.00
1160,655.00,655.00,655.00,655.00,655.00
1161,663.25,663.25,663.25,663.25,663.25
1162,652.29,652.29,652.29,652.29,652.29
1163,682.88,682.88,682.88,682.88,682.88
1164,669.50,669.50,669.50,669.50,669.50
1165,646.50,646.50,646.50,646.50,646.50
1166,635.60,635.60,635.60,635.60,635.60
1167,629.00,629.00,629.00,629.00,629.00
1168,572.99,572.99,572.99,572.99,572.99
1169,577.01,577.01,577.01,577.01,577.01
1170,570.00,570.00,570.00,570.00,570.00
1171,575.00,575.00,575.00,575.00,575.00
1172,566.15,566.15,566.15,566.15,566.15
1173,502.30,502.30,502.30,502.30,502.30
1174,509.55,509.55,509.55,509.55,509.55
1175,502.30,502.30,502.30,502.30,502.30
1176,477.65,477.65,477.65,477.65,477.65
1177,475.95,475.95,475.95,475.95,475.95
1178,438.97,438.97,438.97,438.97,438.97
1179,438.75,438.75,438.75,438.75,438.75
1180,441.97,441.97,441.97,441.97,441.97
1181,442.28,442.28,442.28,442.28,442.28
1182,441.99,441.99,441.99,441.99,441.99
1183,444.00,444.00,444.00,444.00,444.00
1184,437.25,437.25,437.25,437.25,437.25
1185,440.00,440.00,440.00,440.00,440.00
1186,432.00,432.00,432.00,432.00,432.00
1187,451.10,451.10,451.10,451.10,451.10
1188,446.00,446.00,446.00,446.00,446.00
1189,442.80,442.80,442.80,442.80,442.80
1190,438.00,438.00,438.00,438.00,438.00
1191,430.00,430.00,430.00,430.00,430.00
1192,427.01,427.01,427.01,427.01,427.01
1193,430.87,430.87,430.87,430.87,430.87
1194,440.54,440.54,440.54,440.54,440.54
1195,453.50,453.50,453.50,453.50,453.50
1196,459.00,459.00,459.00,459.00,459.00
1197,448.27,448.27,448.27,448.27,448.27
1198,434.00,434.00,434.00,434.00,434.00
1199,448.00,448.00,448.00,448.00,448.00
1200,441.45,441.45,441.45,441.45,441.45
1201,459.00,459.00,459.00,459.00,459.00
1202,460.00,460.00,460.00,460.00,460.00
1203,497.50,497.50,497.50,497.50,497.50
1204,490.21,490.21,490.21,490.21,490.21
1205,488.00,488.00,488.00,488.00,488.00
1206,497.00,497.00,497.00,497.00,497.00
1207,512.45,512.45,512.45,512.45,512.45
1208,505.00,505.00,505.00,505.00,505.00
1209,490.54,490.54,490.54,490.54,490.54
