,price,price_open,price_high,price_low,change
1210,500.71,500.71,500.71,500.71,500.71
1211,522.25,522.25,522.25,522.25,522.25
1212,515.00,515.00,515.00,515.00,515.00
1213,459.00,459.00,459.00,459.00,459.00
1214,404.22,404.22,404.22,404.22,404.22
1215,415.00,415.00,415.00,415.00,415.00
1216,416.26,416.26,416.26,416.26,416.26
1217,370.00,370.00,370.00,370.00,370.00
1218,442.50,442.50,442.50,442.50,442.50
1219,448.75,448.75,448.75,448.75,448.75
1220,454.20,454.20,454.20,454.20,454.20
1221,453.69,453.69,453.69,453.69,453.69
1222,460.80,460.80,460.80,460.80,460.80
1223,449.99,449.99,449.99,449.99,449.99
1224,448.78,448.78,448.78,448.78,448.78
1225,443.33,443.33,443.33,443.33,443.33
1226,482.83,482.83,482.83,482.83,482.83
1227,452.00,452.00,452.00,452.00,452.00
1228,464.10,464.10,464.10,464.10,464.10
1229,491.92,491.92,491.92,491.92,491.92
1230,497.44,497.44,497.44,497.44,497.44
1231,498.53,498.53,498.53,498.53,498.53
1232,595.00,595.00,595.00,595.00,595.00
1233,582.01,582.01,582.01,582.01,582.01
1234,590.00,590.00,590.00,590.00,590.00
1235,566.20,566.20,566.20,566.20,566.20
1236,560.00,560.00,560.00,560.00,560.00
1237,568.80,568.80,568.80,568.80,568.80
1238,583.48,583.48,583.48,583.48,583.48
1239,611.00,611.00,611.00,611.00,611.00
1240,618.37,618.37,618.37,618.37,618.37
1241,624.33,624.33,624.33,624.33,624.33
1242,635.01,635.01,635.01,635.01,635.01
1243,641.64,641.64,641.64,641.64,641.64
1244,630.00,630.00,630.00,630.00,630.00
1245,641.99,641.99,641.99,641.99,641.99
1246,650.00,650.00,650.00,650.00,650.00
1247,615.00,615.00,615.00,615.00,615.00
1248,615.00,615.00,615.00,615.00,615.00
1249,621.00,621.00,621.00,621.00,621.00
1250,614.14,614.14,614.14,614.14,614.14
1251,621.00,621.00,621.00,621.00,621.00
1252,663.00,663.00,663.00,663.00,663.00
1253,675.00,675.00,675.00,675.00,675.00
1254,668.00,668.00,668.00,668.00,668.00
1255,658.00,658.00,658.00,658.00,658.00
1256,560.62,560.62,560.62,560.62,560.62
1257,568.21,568.21,568.21,568.21,568.21
1258,565.00,565.00,565.00,565.00,565.00
1259,579.00,579.00,579.00,579.00,579.00
1260,582.00,582.00,582.00,582.00,582.00
1261,515.00,515.00,515.00,515.00,515.00
1262,562.43,562.43,562.43,562.43,562.43
1263,619.00,619.00,619.00,619.00,619.00
1264,595.22,595.22,595.22,595.22,595.22
1265,568.00,568.00,568.00,568.00,568.00
1266,578.88,578.88,578.88,578.88,578.88
1267,630.41,630.41,630.41,630.41,630.41
1268,628.00,628.00,628.00,628.00,628.00
1269,663.85,663.85,663.85,663.85,663.85
1270,608.00,608.00,608.00,608.00,608.00
1271,653.38,653.38,653.38,653.38,653.38
1272,682.00,682.00,682.00,682.00,682.00
1273,634.26,634.26,634.26,634.26,634.26
1274,685.00,685.00,685.00,685.00,685.00
1275,658.87,658.87,658.87,658.87,658.87
1276,706.32,706.32,706.32,706.32,706.32
1277,710.00,710.00,710.00,710.00,710.00
1278,690.00,690.00,690.00,690.00,690.00
1279,720.00,720.00,720.00,720.00,720.00
1280,771.55,771.55,771.55,771.55,771.55
1281,791.00,791.00,791.00,791.00,791.00
1282,813.00,813.00,813.00,813.00,813.00
1283,810.00,810.00,810.00,810.00,810.00
1284,814.65,814.65,814.65,814.65,814.65
1285,800.00,800.00,800.00,800.00,800.00
1286,803.95,803.95,803.95,803.95,803.95
1287,800.00,800.00,800.00,800.00,800.00
1288,795.00,795.00,795.00,795.00,795.00
1289,760.29,760.29,760.29,760.29,760.29
1290,809.65,809.65,809.65,809.65,809.65
1291,810.00,810.00,810.00,810.00,810.00
1292,781.87,781.87,781.87,781.87,781.87
1293,816.21,816.21,816.21,816.21,816.21
1294,807.00,807.00,807.00,807.00,807.00
1295,810.00,810.00,810.00,810.00,810.00
1296,823.35,823.35,823.35,823.35,823.35
1297,830.00,830.00,830.00,830.00,830.00
1298,800.00,800.00,800.00,800.00,800.00
1299,789.00,789.00,789.00,789.00,789.00
1300,824.00,824.00,824.00,824.00,824.00
1301,839.73,839.73,839.73,839.73,839.73
1302,826.85,826.85,826.85,826.85,826.85
1303,818.40,818.40,818.40,818.40,818.40
1304,888.10,888.10,888.10,888.10,888.10
1305,896.88,896.88,896.88,896.88,896.88
1306,834.75,834.75,834.75,834.75,834.75
1307,850.00,850.00,850.00,850.00,850.00
1308,828.54,828.54,828.54,828.54,828.54
1309,791.00,791.00,791.00,791.00,791.00
1310,934.55,934.55,934.55,934.55,934.55
1311,904.00,904.00,904.00,904.00,904.00
1312,801.84,801.84,801.84,801.84,801.84
1313,812.05,812.05,812.05,812.05,812.05
1314,775.00,775.00,775.00,775.00,775.00
1315,740.30,740.30,740.30,740.30,740.30
1316,727.71,727.71,727.71,727.71,727.71
1317,737.24,737.24,737.24,737.24,737.24
1318,714.29,714.29,714.29,714.29,714.29
1319,701.00,701.00,701.00,701.00,701.00
1320,718.89,718.89,718.89,718.89,718.89
1321,740.00,740.00,740.00,740.00,740.00
1322,647.33,647.33,647.33,647.33,647.33
1323,640.37,640.37,640.37,640.37,640.37
1324,622.10,622.10,622.10,622.10,622.10
1325,607.68,607.68,607.68,607.68,607.68
1326,599.00,599.00,599.00,599.00,599.00
1327,702.03,702.03,702.03,702.03,702.03
1328,551.38,551.38,551.38,551.38,551.38
1329,731.94,731.94,731.94,731.94,731.94
1330,704.77,704.77,704.77,704.77,704.77
1331,864.87,864.87,864.87,864.87,864.87
1332,897.95,897.95,897.95,897.95,897.95
1333,912.55,912.55,912.55,912.55,912.55
1334,900.53,900.53,900.53,900.53,900.53
1335,921.78,921.78,921.78,921.78,921.78
1336,1023.00,1023.00,1023.00,1023.00,1023.00
1337,935.79,935.79,935.79,935.79,935.79
1338,730.00,730.00,730.00,730.00,730.00
1339,800.57,800.57,800.57,800.57,800.57
1340,872.56,872.56,872.56,872.56,872.56
1341,1030.58,1030.58,1030.58,1030.58,1030.58
1342,1145.00,1145.00,1145.00,1145.00,1145.00
1343,1047.98,1047.98,1047.98,1047.98,1047.98
1344,998.07,998.07,998.07,998.07,998.07
1345,955.00,955.00,955.00,955.00,955.00
1346,1112.35,1112.35,1112.35,1112.35,1112.35
1347,1107.51,1107.51,1107.51,1107.51,1107.51
1348,1010.00,1010.00,1010.00,1010.00,1010.00
1349,948.00,948.00,948.00,948.00,948.00
1350,849.57,849.57,849.57,849.57,849.57
1351,782.77,782.77,782.77,782.77,782.77
1352,813.72,813.72,813.72,813.72,813.72
1353,842.20,842.20,842.20,842.20,842.20
1354,760.00,760.00,760.00,760.00,760.00
1355,700.00,700.00,700.00,700.00,700.00
1356,550.00,550.00,550.00,550.00,550.00
1357,599.00,599.00,599.00,599.00,599.00
1358,585.16,585.16,585.16,585.16,585.16
1359,473.27,473.27,473.27,473.27,473.27
1360,435.27,435.27,435.27,435.27,435.27
1361,400.00,400.00,400.00,400.00,400.00
1362,418.00,418.00,418.00,418.00,418.00
1363,387.73,387.73,387.73,387.73,387.73
1364,350.16,350.16,350.16,350.16,350.16
1365,338.57,338.57,338.57,338.57,338.57
1366,311.90,311.90,311.90,311.90,311.90
1367,336.14,336.14,336.14,336.14,336.14
1368,323.77,323.77,323.77,323.77,323.77
1369,283.30,283.30,283.30,283.30,283.30
1370,253.69,253.69,253.69,253.69,253.69
1371,239.29,239.29,239.29,239.29,239.29
1372,225.20,225.20,225.20,225.20,225.20
1373,207.63,207.63,207.63,207.63,207.63
1374,200.85,200.85,200.85,200.85,200.85
1375,198.51,198.51,198.51,198.51,198.51
1376,198.23,198.23,198.23,198.23,198.23
1377,194.55,194.55,194.55,194.55,194.55
1378,198.19,198.19,198.19,198.19,198.19
1379,187.87,187.87,187.87,187.87,187.87
1380,185.69,185.69,185.69,185.69,185.69
1381,175.90,175.90,175.90,175.90,175.90
1382,178.12,178.12,178.12,178.12,178.12
1383,183.15,183.15,183.15,183.15,183.15
1384,200.62,200.62,200.62,200.62,200.62
1385,183.86,183.86,183.86,183.86,183.86
1386,174.18,174.18,174.18,174.18,174.18
1387,163.06,163.06,163.06,163.06,163.06
1388,159.81,159.81,159.81,159.81,159.81
1389,149.59,149.59,149.59,149.59,149.59
1390,142.73,142.73,142.73,142.73,142.73
1391,137.42,137.42,137.42,137.42,137.42
1392,138.64,138.64,138.64,138.64,138.64
1393,133.04,133.04,133.04,133.04,133.04
1394,130.42,130.42,130.42,130.42,130.42
1395,126.52,126.52,126.52,126.52,126.52
1396,125.51,125.51,125.51,125.51,125.51
1397,125.70,125.70,125.70,125.70,125.70
1398,125.84,125.84,125.84,125.84,125.84
1399,124.32,124.32,124.32,124.32,124.32
1400,123.24,123.24,123.24,123.24,123.24
1401,121.68,121.68,121.68,121.68,121.68
1402,121.14,121.14,121.14,121.14,121.14
1403,121.29,121.29,121.29,121.29,121.29
1404,116.82,116.82,116.82,116.82,116.82
1405,99.81,99.81,99.81,99.81,99.81
1406,125.49,125.49,125.49,125.49,125.49
1407,123.10,123.10,123.10,123.10,123.10
1408,125.18,125.18,125.18,125.18,125.18
1409,124.75,124.75,124.75,124.75,124.75
1410,123.50,123.50,123.50,123.50,123.50
1411,123.48,123.48,123.48,123.48,123.48
1412,123.42,123.42,123.42,123.42,123.42
1413,122.54,122.54,122.54,122.54,122.54
1414,122.22,122.22,122.22,122.22,122.22
1415,122.65,122.65,122.65,122.65,122.65
1416,122.64,122.64,122.64,122.64,122.64
1417,122.90,122.90,122.90,122.90,122.90
1418,124.19,124.19,124.19,124.19,124.19
1419,126.30,126.30,126.30,126.30,126.30
1420,125.97,125.97,125.97,125.97,125.97
1421,125.06,125.06,125.06,125.06,125.06
1422,124.58,124.58,124.58,124.58,124.58
1423,124.08,124.08,124.08,124.08,124.08
1424,126.51,126.51,126.51,126.51,126.51
1425,125.76,125.76,125.76,125.76,125.76
1426,125.45,125.45,125.45,125.45,125.45
1427,121.46,121.46,121.46,121.46,121.46
1428,120.02,120.02,120.02,120.02,120.02
1429,116.59,116.59,116.59,116.59,116.59
1430,119.05,119.05,119.05,119.05,119.05
1431,116.32,116.32,116.32,116.32,116.32
1432,120.53,120.53,120.53,120.53,120.53
1433,120.57,120.57,120.57,120.57,120.57
1434,127.59,127.59,127.59,127.59,127.59
1435,127.36,127.36,127.36,127.36,127.36
1436,128.26,128.26,128.26,128.26,128.26
1437,129.46,129.46,129.46,129.46,129.46
1438,123.23,123.23,123.23,123.23,123.23
1439,117.52,117.52,117.52,117.52,117.52
1440,117.59,117.59,117.59,117.59,117.59
1441,117.45,117.45,117.45,117.45,117.45
1442,112.23,112.23,112.23,112.23,112.23
1443,111.79,111.79,111.79,111.79,111.79
1444,108.69,108.69,108.69,108.69,108.69
1445,107.55,107.55,107.55,107.55,107.55
1446,109.73,109.73,109.73,109.73,109.73
1447,111.44,111.44,111.44,111.44,111.44
1448,105.01,105.01,105.01,105.01,105.01
1449,102.30,102.30,102.30,102.30,102.30
1450,98.84,98.84,98.84,98.84,98.84
1451,99.56,99.56,99.56,99.56,99.56
1452,98.33,98.33,98.33,98.33,98.33
1453,97.54,97.54,97.54,97.54,97.54
1454,97.96,97.96,97.96,97.96,97.96
1455,97.90,97.90,97.90,97.90,97.90
1456,95.08,95.08,95.08,95.08,95.08
1457,94.16,94.16,94.16,94.16,94.16
1458,93.29,93.29,93.29,93.29,93.29
1459,93.36,93.36,93.36,93.36,93.36
1460,94.77,94.77,94.77,94.77,94.77
1461,96.92,96.92,96.92,96.92,96.92
1462,97.13,97.13,97.13,97.13,97.13
1463,96.92,96.92,96.92,96.92,96.92
1464,96.60,96.60,96.60,96.60,96.60
1465,96.66,96.66,96.66,96.66,96.66
1466,97.24,97.24,97.24,97.24,97.24
1467,96.42,96.42,96.42,96.42,96.42
1468,97.91,97.91,97.91,97.91,97.91
1469,96.31,96.31,96.31,96.31,96.31
1470,93.30,93.30,93.30,93.30,93.30
1471,92.10,92.10,92.10,92.10,92.10
1472,89.10,89.10,89.10,89.10,89.10
1473,90.63,90.63,90.63,90.63,90.63
1474,89.41,89.41,89.41,89.41,89.41
1475,87.46,87.46,87.46,87.46,87.46
1476,86.94,86.94,86.94,86.94,86.94
1477,86.09,86.09,86.09,86.09,86.09
1478,85.47,85.47,85.47,85.47,85.47
1479,85.67,85.67,85.67,85.67,85.67
1480,85.78,85.78,85.78,85.78,85.78
1481,85.43,85.43,85.43,85.43,85.43
1482,90.54,90.54,90.54,90.54,90.54
1483,92.74,92.74,92.74,92.74,92.74
1484,93.14,93.14,93.14,93.14,93.14
1485,90.37,90.37,90.37,90.37,90.37
1486,91.39,91.39,91.39,91.39,91.39
1487,88.46,88.46,88.46,88.46,88.46
1488,91.22,91.22,91.22,91.22,91.22
1489,84.51,84.51,84.51,84.51,84.51
1490,74.22,74.22,74.22,74.22,74.22
1491,74.56,74.56,74.56,74.56,74.56
1492,72.51,72.51,72.51,72.51,72.51
1493,66.85,66.85,66.85,66.85,66.85
1494,66.34,66.34,66.34,66.34,66.34
1495,77.68,77.68,77.68,77.68,77.68
1496,76.89,76.89,76.89,76.89,76.89
1497,87.66,87.66,87.66,87.66,87.66
1498,84.61,84.61,84.61,84.61,84.61
1499,97.51,97.51,97.51,97.51,97.51
1500,95.00,95.00,95.00,95.00,95.00
1501,94.66,94.66,94.66,94.66,94.66
1502,101.74,101.74,101.74,101.74,101.74
1503,104.00,104.00,104.00,104.00,104.00
1504,103.33,103.33,103.33,103.33,103.33
1505,102.09,102.09,102.09,102.09,102.09
1506,107.90,107.90,107.90,107.90,107.90
1507,108.20,108.20,108.20,108.20,108.20
1508,109.50,109.50,109.50,109.50,109.50
1509,111.29,111.29,111.29,111.29,111.29
1510,108.25,108.25,108.25,108.25,108.25
1511,107.35,107.35,107.35,107.35,107.35
1512,101.95,101.95,101.95,101.95,101.95
1513,99.90,99.90,99.90,99.90,99.90
1514,99.80,99.80,99.80,99.80,99.80
1515,100.00,100.00,100.00,100.00,100.00
1516,103.95,103.95,103.95,103.95,103.95
1517,108.78,108.78,108.78,108.78,108.78
1518,109.00,109.00,109.00,109.00,109.00
1519,106.35,106.35,106.35,106.35,106.35
1520,100.44,100.44,100.44,100.44,100.44
1521,107.89,107.89,107.89,107.89,107.89
1522,111.00,111.00,111.00,111.00,111.00
1523,118.97,118.97,118.97,118.97,118.97
1524,121.90,121.90,121.90,121.90,121.90
1525,121.40,121.40,121.40,121.40,121.40
1526,120.74,120.74,120.74,120.74,120.74
1527,122.50,122.50,122.50,122.50,122.50
1528,129.30,129.30,129.30,129.30,129.30
1529,128.82,128.82,128.82,128.82,128.82
1530,128.80,128.80,128.80,128.80,128.80
1531,132.25,132.25,132.25,132.25,132.25
1532,129.00,129.00,129.00,129.00,129.00
1533,129.77,129.77,129.77,129.77,129.77
1534,133.50,133.50,133.50,133.50,133.50
1535,131.99,131.99,131.99,131.99,131.99
1536,133.10,133.10,133.10,133.10,133.10
1537,126.30,126.30,126.30,126.30,126.30
1538,123.80,123.80,123.80,123.80,123.80
1539,122.89,122.89,122.89,122.89,122.89
1540,122.02,122.02,122.02,122.02,122.02
1541,122.50,122.50,122.50,122.50,122.50
1542,123.21,123.21,123.21,123.21,123.21
1543,123.50,123.50,123.50,123.50,123.50
1544,118.21,118.21,118.21,118.21,118.21
1545,114.22,114.22,114.22,114.22,114.22
1546,111.40,111.40,111.40,111.40,111.40
1547,117.98,117.98,117.98,117.98,117.98
1548,114.82,114.82,114.82,114.82,114.82
1549,115.64,115.64,115.64,115.64,115.64
1550,117.70,117.70,117.70,117.70,117.70
1551,112.80,112.80,112.80,112.80,112.80
1552,113.20,113.20,113.20,113.20,113.20
1553,109.60,109.60,109.60,109.60,109.60
1554,112.25,112.25,112.25,112.25,112.25
1555,115.98,115.98,115.98,115.98,115.98
1556,112.90,112.90,112.90,112.90,112.90
1557,98.10,98.10,98.10,98.10,98.10
1558,106.25,106.25,106.25,106.25,106.25
1559,116.38,116.38,116.38,116.38,116.38
1560,139.23,139.23,139.23,139.23,139.23
1561,144.00,144.00,144.00,144.00,144.00
1562,134.44,134.44,134.44,134.44,134.44
1563,128.00,128.00,128.00,128.00,128.00
1564,136.90,136.90,136.90,136.90,136.90
1565,141.71,141.71,141.71,141.71,141.71
1566,154.20,154.20,154.20,154.20,154.20
1567,143.47,143.47,143.47,143.47,143.47
1568,127.40,127.40,127.40,127.40,127.40
1569,119.20,119.20,119.20,119.20,119.20
1570,126.62,126.62,126.62,126.62,126.62
1571,118.48,118.48,118.48,118.48,118.48
1572,109.01,109.01,109.01,109.01,109.01
1573,93.07,93.07,93.07,93.07,93.07
1574,68.36,68.36,68.36,68.36,68.36
1575,82.39,82.39,82.39,82.39,82.39
1576,90.00,90.00,90.00,90.00,90.00
1577,93.00,93.00,93.00,93.00,93.00
1578,117.00,117.00,117.00,117.00,117.00
1579,124.90,124.90,124.90,124.90,124.90
1580,165.00,165.00,165.00,165.00,165.00
1581,230.00,230.00,230.00,230.00,230.00
1582,187.50,187.50,187.50,187.50,187.50
1583,162.30,162.30,162.30,162.30,162.30
1584,142.63,142.63,142.63,142.63,142.63
1585,142.32,142.32,142.32,142.32,142.32
1586,132.12,132.12,132.12,132.12,132.12
1587,135.00,135.00,135.00,135.00,135.00
1588,117.98,117.98,117.98,117.98,117.98
1589,104.00,104.00,104.00,104.00,104.00
1590,93.03,93.03,93.03,93.03,93.03
1591,92.19,92.19,92.19,92.19,92.19
1592,90.50,90.50,90.50,90.50,90.50
1593,86.18,86.18,86.18,86.18,86.18
1594,88.92,88.92,88.92,88.92,88.92
1595,78.50,78.50,78.50,78.50,78.50
1596,73.60,73.60,73.60,73.60,73.60
1597,71.50,71.50,71.50,71.50,71.50
1598,64.35,64.35,64.35,64.35,64.35
1599,69.86,69.86,69.86,69.86,69.86
1600,70.85,70.85,70.85,70.85,70.85
1601,64.49,64.49,64.49,64.49,64.49
1602,59.14,59.14,59.14,59.14,59.14
1603,51.60,51.60,51.60,51.60,51.60
1604,47.40,47.40,47.40,47.40,47.40
1605,47.00,47.00,47.00,47.00,47.00
1606,46.95,46.95,46.95,46.95,46.95
1607,47.17,47.17,47.17,47.17,47.17
1608,46.92,46.92,46.92,46.92,46.92
1609,44.29,44.29,44.29,44.29,44.29
1610,48.40,48.40,48.40,48.40,48.40
1611,46.00,46.00,46.00,46.00,46.00
1612,46.85,46.85,46.85,46.85,46.85
1613,44.18,44.18,44.18,44.18,44.18
1614,42.00,42.00,42.00,42.00,42.00
1615,41.02,41.02,41.02,41.02,41.02
1616,40.33,40.33,40.33,40.33,40.33
1617,36.15,36.15,36.15,36.15,36.15
1618,34.50,34.50,34.50,34.50,34.50
1619,34.25,34.25,34.25,34.25,34.25
1620,34.50,34.50,34.50,34.50,34.50
1621,33.38,33.38,33.38,33.38,33.38
1622,30.90,30.90,30.90,30.90,30.90
1623,31.10,31.10,31.10,31.10,31.10
1624,30.40,30.40,30.40,30.40,30.40
1625,29.89,29.89,29.89,29.89,29.89
1626,29.80,29.80,29.80,29.80,29.80
1627,30.25,30.25,30.25,30.25,30.25
1628,29.75,29.75,29.75,29.75,29.75
1629,29.64,29.64,29.64,29.64,29.64
1630,29.42,29.42,29.42,29.42,29.42
1631,26.95,26.95,26.95,26.95,26.95
1632,26.81,26.81,26.81,26.81,26.81
1633,27.22,27.22,27.22,27.22,27.22
1634,27.10,27.10,27.10,27.10,27.10
1635,27.22,27.22,27.22,27.22,27.22
1636,24.20,24.20,24.20,24.20,24.20
1637,25.17,25.17,25.17,25.17,25.17
1638,24.65,24.65,24.65,24.65,24.65
1639,23.97,23.97,23.97,23.97,23.97
1640,23.65,23.65,23.65,23.65,23.65
1641,22.66,22.66,22.66,22.66,22.66
1642,22.15,22.15,22.15,22.15,22.15
1643,21.18,21.18,21.18,21.18,21.18
1644,20.60,20.60,20.60,20.60,20.60
1645,20.43,20.43,20.43,20.43,20.43
1646,20.59,20.59,20.59,20.59,20.59
1647,19.63,19.63,19.63,19.63,19.63
1648,20.50,20.50,20.50,20.50,20.50
1649,20.41,20.41,20.41,20.41,20.41
1650,19.70,19.70,19.70,19.70,19.70
1651,19.53,19.53,19.53,19.53,19.53
1652,18.72,18.72,18.72,18.72,18.72
1653,17.82,17.82,17.82,17.82,17.82
1654,17.88,17.88,17.88,17.88,17.88
1655,17.40,17.40,17.40,17.40,17.40
1656,16.90,16.90,16.90,16.90,16.90
1657,17.50,17.50,17.50,17.50,17.50
1658,17.26,17.26,17.26,17.26,17.26
1659,16.80,16.80,16.80,16.80,16.80
1660,15.70,15.70,15.70,15.70,15.70
1661,15.61,15.61,15.61,15.61,15.61
1662,15.70,15.70,15.70,15.70,15.70
1663,15.50,15.50,15.50,15.50,15.50
1664,14.73,14.73,14.73,14.73,14.73
1665,14.25,14.25,14.25,14.25,14.25
1666,14.30,14.30,14.30,14.30,14.30
1667,14.12,14.12,14.12,14.12,14.12
1668,14.24,14.24,14.24,14.24,14.24
1669,14.14,14.14,14.14,14.14,14.14
1670,14.14,14.14,14.14,14.14,14.14
1671,13.77,13.77,13.77,13.77,13.77
1672,13.74,13.74,13.74,13.74,13.74
1673,13.59,13.59,13.59,13.59,13.59
1674,13.45,13.45,13.45,13.45,13.45
1675,13.44,13.44,13.44,13.44,13.44
1676,13.50,13.50,13.50,13.50,13.50
1677,13.40,13.40,13.40,13.40,13.40
1678,13.28,13.28,13.28,13.28,13.28
1679,13.30,13.30,13.30,13.30,13.30
1680,13.51,13.51,13.51,13.51,13.51
1681,13.45,13.45,13.45,13.45,13.45
1682,13.40,13.40,13.40,13.40,13.40
1683,13.42,13.42,13.42,13.42,13.42
1684,13.42,13.42,13.42,13.42,13.42
1685,13.47,13.47,13.47,13.47,13.47
1686,13.35,13.35,13.35,13.35,13.35
1687,13.38,13.38,13.38,13.38,13.38
1688,13.31,13.31,13.31,13.31,13.31
1689,13.37,13.37,13.37,13.37,13.37
1690,13.50,13.50,13.50,13.50,13.50
1691,13.52,13.52,13.52,13.52,13.52
1692,13.60,13.60,13.60,13.60,13.60
1693,13.30,13.30,13.30,13.30,13.30
1694,13.25,13.25,13.25,13.25,13.25
1695,13.30,13.30,13.30,13.30,13.30
1696,13.49,13.49,13.49,13.49,13.49
1697,13.60,13.60,13.60,13.60,13.60
1698,13.70,13.70,13.70,13.70,13.70
1699,13.70,13.70,13.70,13.70,13.70
1700,13.56,13.56,13.56,13.56,13.56
1701,13.43,13.43,13.43,13.43,13.43
1702,13.39,13.39,13.39,13.39,13.39
1703,13.42,13.42,13.42,13.42,13.42
1704,13.50,13.50,13.50,13.50,13.50
1705,13.30,13.30,13.30,13.30,13.30
1706,13.38,13.38,13.38,13.38,13.38
1707,13.41,13.41,13.41,13.41,13.41
1708,12.68,12.68,12.68,12.68,12.68
1709,12.50,12.50,12.50,12.50,12.50
1710,12.56,12.56,12.56,12.56,12.56
1711,12.56,12.56,12.56,12.56,12.56
1712,12.45,12.45,12.45,12.45,12.45
1713,12.35,12.35,12.35,12.35,12.35
1714,12.20,12.20,12.20,12.20,12.20
1715,12.25,12.25,12.25,12.25,12.25
1716,12.48,12.48,12.48,12.48,12.48
1717,12.41,12.41,12.41,12.41,12.41
1718,12.34,12.34,12.34,12.34,12.34
1719,12.42,12.42,12.42,12.42,12.42
1720,11.77,11.77,11.77,11.77,11.77
1721,11.73,11.73,11.73,11.73,11.73
1722,11.80,11.80,11.80,11.80,11.80
1723,11.65,11.65,11.65,11.65,11.65
1724,11.79,11.79,11.79,11.79,11.79
1725,11.75,11.75,11.75,11.75,11.75
1726,11.20,11.20,11.20,11.20,11.20
1727,10.95,10.95,10.95,10.95,10.95
1728,10.95,10.95,10.95,10.95,10.95
1729,11.01,11.01,11.01,11.01,11.01
1730,10.87,10.87,10.87,10.87,10.87
1731,10.89,10.89,10.89,10.89,10.89
1732,10.81,10.81,10.81,10.81,10.81
1733,10.92,10.92,10.92,10.92,10.92
1734,10.92,10.92,10.92,10.92,10.92
1735,10.90,10.90,10.90,10.90,10.90
1736,10.75,10.75,10.75,10.75,10.75
1737,10.80,10.80,10.80,10.80,10.80
1738,10.64,10.64,10.64,10.64,10.64
1739,10.47,10.47,10.47,10.47,10.47
1740,10.57,10.57,10.57,10.57,10.57
1741,11.20,11.20,11.20,11.20,11.20
1742,10.89,10.89,10.89,10.89,10.89
1743,10.60,10.60,10.60,10.60,10.60
1744,10.70,10.70,10.70,10.70,10.70
1745,10.26,10.26,10.26,10.26,10.26
1746,10.17,10.17,10.17,10.17,10.17
1747,10.86,10.86,10.86,10.86,10.86
1748,11.65,11.65,11.65,11.65,11.65
1749,11.65,11.65,11.65,11.65,11.65
1750,11.71,11.71,11.71,11.71,11.71
1751,11.63,11.63,11.63,11.63,11.63
1752,11.74,11.74,11.74,11.74,11.74
1753,11.74,11.74,11.74,11.74,11.74
1754,11.94,11.94,11.94,11.94,11.94
1755,11.81,11.81,11.81,11.81,11.81
1756,11.85,11.85,11.85,11.85,11.85
1757,11.84,11.84,11.84,11.84,11.84
1758,11.74,11.74,11.74,11.74,11.74
1759,11.86,11.86,11.86,11.86,11.86
1760,12.00,12.00,12.00,12.00,12.00
1761,12.03,12.03,12.03,12.03,12.03
1762,12.12,12.12,12.12,12.12,12.12
1763,11.89,11.89,11.89,11.89,11.89
1764,11.78,11.78,11.78,11.78,11.78
1765,11.80,11.80,11.80,11.80,11.80
1766,12.50,12.50,12.50,12.50,12.50
1767,12.69,12.69,12.69,12.69,12.69
1768,12.85,12.85,12.85,12.85,12.85
1769,12.89,12.89,12.89,12.89,12.89
1770,12.84,12.84,12.84,12.84,12.84
1771,12.40,12.40,12.40,12.40,12.40
1772,12.40,12.40,12.40,12.40,12.40
1773,12.36,12.36,12.36,12.36,12.36
1774,12.39,12.39,12.39,12.39,12.39
1775,12.31,12.31,12.31,12.31,12.31
1776,12.27,12.27,12.27,12.27,12.27
1777,12.20,12.20,12.20,12.20,12.20
1778,12.10,12.10,12.10,12.10,12.10
1779,12.19,12.19,12.19,12.19,12.19
1780,12.24,12.24,12.24,12.24,12.24
1781,12.37,12.37,12.37,12.37,12.37
1782,12.28,12.28,12.28,12.28,12.28
1783,12.57,12.57,12.57,12.57,12.57
1784,12.25,12.25,12.25,12.25,12.25
1785,11.89,11.89,11.89,11.89,11.89
1786,11.87,11.87,11.87,11.87,11.87
1787,11.75,11.75,11.75,11.75,11.75
1788,11.67,11.67,11.67,11.67,11.67
1789,11.40,11.40,11.40,11.40,11.40
1790,11.36,11.36,11.36,11.36,11.36
1791,11.33,11.33,11.33,11.33,11.33
1792,11.17,11.17,11.17,11.17,11.17
1793,11.02,11.02,11.02,11.02,11.02
1794,11.04,11.04,11.04,11.04,11.04
1795,11.00,11.00,11.00,11.00,11.00
1796,11.18,11.18,11.18,11.18,11.18
1797,11.00,11.00,11.00,11.00,11.00
1798,10.38,10.38,10.38,10.38,10.38
1799,10.53,10.53,10.53,10.53,10.53
1800,10.20,10.20,10.20,10.20,10.20
1801,9.97,9.97,9.97,9.97,9.97
1802,10.16,10.16,10.16,10.16,10.16
1803,10.78,10.78,10.78,10.78,10.78
1804,10.92,10.92,10.92,10.92,10.92
1805,10.94,10.94,10.94,10.94,10.94
1806,10.95,10.95,10.95,10.95,10.95
1807,10.61,10.61,10.61,10.61,10.61
1808,10.52,10.52,10.52,10.52,10.52
1809,10.60,10.60,10.60,10.60,10.60
1810,10.10,10.10,10.10,10.10,10.10
1811,9.81,9.81,9.81,9.81,9.81
1812,9.91,9.91,9.91,9.91,9.91
1813,10.10,10.10,10.10,10.10,10.10
1814,8.00,8.00,8.00,8.00,8.00
1815,11.61,11.61,11.61,11.61,11.61
